Pop 0,Pop 1,Pop 2,Pop 3,Pop 4,Pop 5,Pop 6,Pop 7,Pop 8,Pop 9
0.002152293,0.003529552,-0.02052281,-0.005572768,0.005817942,0.000503172,-0.007530875,-0.014291877,-0.006171567,-0.010111146
-0.003620247,-0.45912633,-0.02052281,-0.011124581,0.005817942,-0.003198691,-0.007560069,-0.014291877,-0.014052459,-0.010111146
-0.003620247,-0.45912633,-0.02052281,-0.011124581,0.005817942,-0.020447617,-0.391438228,-0.025014392,-0.059580985,-0.010111146
-0.003620247,-0.45912633,-0.02052281,-0.011124581,-0.100028026,-0.020447617,-0.391438228,-0.025014392,-0.059580985,-0.046215774
-0.003620247,-0.45912633,-0.02052281,-0.011124581,-0.419467156,-0.020447617,-0.391438228,-0.025014392,-0.059580985,-0.046215774
-0.023549742,-0.45912633,-0.02052281,-0.011124581,-0.419467156,-0.020447617,-0.391438228,-0.433370094,-0.059580985,-0.046215774
-0.023549742,-0.45912633,-0.02052281,-0.011124581,-0.419467156,-0.020447617,-0.391438228,-0.433370094,-0.059580985,-0.046215774
-0.023549742,-0.45912633,-0.02052281,-0.011124581,-0.419467156,-0.020447617,-2.783704799,-0.433370094,-0.059580985,-0.046215774
-0.023549742,-0.45912633,-0.02052281,-0.011124581,-0.419467156,-0.020447617,-2.783704799,-0.433370094,-0.059580985,-0.055198492
-0.023549742,-0.45912633,-0.02052281,-0.011124581,-0.419467156,-0.020447617,-2.783704799,-0.433370094,-0.069072261,-0.055198492
-0.023549742,-0.45912633,-0.02052281,-0.011124581,-0.419467156,-0.020447617,-2.783704799,-0.433370094,-0.069072261,-0.055198492
-0.023549742,-0.45912633,-0.02052281,-0.011124581,-0.419467156,-0.020447617,-2.783704799,-0.433370094,-0.069072261,-0.055198492
-0.023549742,-0.45912633,-0.02052281,-0.011124581,-0.419467156,-0.11603444,-2.783704799,-0.433370094,-0.069072261,-0.055198492
-0.023549742,-0.45912633,-0.02052281,-0.011124581,-0.419467156,-0.11603444,-2.783704799,-0.991287066,-0.069072261,-0.434355915
-0.023549742,-0.45912633,-0.02052281,-0.011124581,-0.419467156,-0.11603444,-2.783704799,-0.991287066,-0.069072261,-0.434355915
-0.023549742,-0.45912633,-0.02052281,-0.011124581,-0.419467156,-0.11603444,-2.783704799,-0.991287066,-0.069072261,-0.469108447
-0.434548472,-0.45912633,-0.02052281,-0.0310801,-0.419467156,-0.11603444,-2.783704799,-0.991287066,-0.069072261,-0.469108447
-0.434548472,-0.45912633,-0.02052281,-0.0310801,-0.419467156,-0.37595921,-2.783704799,-0.991287066,-0.069072261,-0.469108447
-0.52910092,-0.45912633,-0.02052281,-0.04025887,-0.419467156,-0.37595921,-2.783704799,-0.991287066,-0.069072261,-0.469108447
-0.52910092,-0.45912633,-0.02052281,-0.265320501,-0.419467156,-0.426585584,-2.783704799,-0.991287066,-0.069072261,-0.469108447
-0.52910092,-0.45912633,-0.02052281,-0.265320501,-0.419467156,-0.426585584,-2.783704799,-0.991287066,-0.069072261,-0.469108447
-0.52910092,-0.45912633,-0.02052281,-0.265320501,-0.419467156,-0.426585584,-2.783704799,-0.991287066,-0.069072261,-0.469108447
-0.52910092,-0.45912633,-0.02052281,-0.265320501,-0.419467156,-0.426585584,-2.783704799,-1.17445412,-0.069072261,-0.469108447
-0.52910092,-0.45912633,-0.02052281,-0.265320501,-0.419467156,-0.426585584,-2.783704799,-1.17445412,-0.069072261,-0.469108447
-0.52910092,-0.45912633,-0.02052281,-0.439368099,-0.419467156,-0.426585584,-2.783704799,-1.17445412,-0.069072261,-0.469108447
-0.52910092,-0.45912633,-0.02052281,-0.439368099,-0.419467156,-0.426585584,-2.783704799,-1.17445412,-0.069072261,-0.469108447
-0.52910092,-0.45912633,-0.02052281,-0.439368099,-0.419467156,-0.426585584,-2.783704799,-1.17445412,-0.069072261,-0.469108447
-0.52910092,-0.45912633,-0.02052281,-0.439368099,-0.419467156,-0.426585584,-2.783704799,-1.17445412,-0.069072261,-0.469108447
-0.52910092,-0.45912633,-0.02052281,-0.439368099,-0.419467156,-0.426585584,-2.783704799,-1.17445412,-0.069072261,-0.469108447
-0.52910092,-0.45912633,-0.02052281,-0.439368099,-0.419467156,-0.426585584,-2.783704799,-1.444953469,-0.069072261,-0.469108447
-0.52910092,-0.45912633,-0.02052281,-0.439368099,-0.419467156,-0.426585584,-2.783704799,-1.444953469,-0.069072261,-0.469108447
-0.52910092,-0.45912633,-0.02052281,-0.439368099,-1.841999244,-0.426585584,-2.783704799,-1.444953469,-0.069072261,-0.469108447
-0.52910092,-0.655774594,-0.02052281,-0.439368099,-1.841999244,-0.426585584,-2.783704799,-1.444953469,-0.069072261,-0.469108447
-0.52910092,-0.655774594,-0.02052281,-0.439368099,-1.841999244,-0.426585584,-2.783704799,-1.444953469,-0.069072261,-0.469108447
-0.52910092,-0.655774594,-0.02052281,-0.577833084,-1.841999244,-0.426585584,-2.783704799,-1.444953469,-0.069072261,-1.215839623
-0.52910092,-0.655774594,-0.02052281,-0.577833084,-1.841999244,-0.426585584,-2.783704799,-1.444953469,-0.069072261,-1.215839623
-0.52910092,-0.655774594,-0.02052281,-0.577833084,-1.841999244,-0.426585584,-2.783704799,-1.444953469,-0.109523622,-1.215839623
-0.52910092,-0.655774594,-0.02052281,-0.577833084,-1.841999244,-0.426585584,-2.783704799,-1.444953469,-0.109523622,-1.215839623
-0.52910092,-0.655774594,-0.02052281,-0.577833084,-1.841999244,-0.426585584,-2.783704799,-1.444953469,-0.109523622,-1.215839623
-0.52910092,-0.655774594,-0.02052281,-0.577833084,-1.841999244,-0.426585584,-2.783704799,-1.444953469,-0.109523622,-1.215839623
-0.52910092,-0.655774594,-0.02052281,-0.82135333,-1.841999244,-0.426585584,-2.783704799,-1.444953469,-0.109523622,-1.215839623
-0.52910092,-0.655774594,-0.02052281,-0.82135333,-1.841999244,-0.426585584,-2.783704799,-1.444953469,-0.109523622,-1.215839623
-0.52910092,-0.655774594,-0.037591378,-0.82135333,-1.841999244,-0.426585584,-2.783704799,-1.444953469,-0.109627351,-1.215839623
-0.52910092,-0.655774594,-0.037591378,-0.82135333,-1.841999244,-0.426585584,-2.783704799,-1.444953469,-0.109627351,-1.215839623
-0.52910092,-0.655774594,-0.037591378,-0.82135333,-1.841999244,-0.426585584,-2.783704799,-1.444953469,-0.109627351,-1.215839623
-0.831657257,-0.655774594,-0.037591378,-0.82135333,-1.841999244,-0.480794099,-2.783704799,-1.444953469,-0.109627351,-1.215839623
-0.831657257,-0.655774594,-0.037591378,-0.82135333,-1.841999244,-0.480794099,-2.783704799,-1.444953469,-0.109627351,-1.215839623
-0.831657257,-0.655774594,-0.037591378,-0.82135333,-1.841999244,-0.480794099,-2.783704799,-1.444953469,-0.43451073,-1.215839623
-1.517244901,-0.655774594,-0.037591378,-0.82135333,-1.841999244,-0.480794099,-2.783704799,-1.444953469,-0.43451073,-1.215839623
-1.517244901,-0.655774594,-0.069239245,-0.82135333,-1.841999244,-0.480794099,-2.783704799,-1.444953469,-0.43451073,-1.215839623
-1.517244901,-0.655774594,-0.069239245,-0.82135333,-1.841999244,-0.480794099,-2.783704799,-1.444953469,-0.43451073,-1.215839623
-1.517244901,-0.655774594,-0.069239245,-0.82135333,-1.841999244,-0.480794099,-2.783704799,-1.444953469,-0.43451073,-1.215839623
-1.517244901,-0.655774594,-0.069239245,-0.82135333,-1.841999244,-0.480794099,-2.783704799,-1.444953469,-0.43451073,-1.215839623
-1.517244901,-0.655774594,-0.069239245,-1.671385363,-1.841999244,-0.480794099,-2.783704799,-1.503084751,-0.43451073,-1.215839623
-1.517244901,-0.655774594,-0.069239245,-1.671385363,-1.841999244,-0.480794099,-2.783704799,-1.503084751,-0.43451073,-1.215839623
