Pop 0,Pop 1,Pop 2,Pop 3,Pop 4,Pop 5,Pop 6,Pop 7,Pop 8,Pop 9
0.058406601,0.016297498,-0.000235435,0.003858562,-0.012866347,0.001044017,-0.116041814,-0.627010087,-0.263235843,-0.067590816
-0.136324364,0.016297498,-0.000235435,0.003858562,-0.012866347,0.001044017,-0.116041814,-0.627010087,-0.263235843,-0.067590816
-0.136324364,0.016297498,-0.036571747,-0.008943257,-0.012866347,-1.029889141,-0.116041814,-0.627010087,-0.263235843,-0.325947593
-0.136324364,0.016297498,-0.532760737,-0.008943257,-0.828914601,-1.410231799,-0.116041814,-0.627010087,-0.263235843,-0.325947593
-0.136324364,0.016297498,-0.532760737,-0.008943257,-0.828914601,-1.410231799,-0.116041814,-0.627010087,-0.326520843,-0.325947593
-0.136324364,-0.304557851,-0.532760737,-0.008943257,-0.828914601,-1.410231799,-0.116041814,-0.627010087,-0.326520843,-0.325947593
-0.73834049,-0.304557851,-0.532760737,-0.008943257,-0.828914601,-1.410231799,-0.116041814,-0.627010087,-0.326520843,-0.325947593
-0.73834049,-0.304557851,-0.532760737,-0.008943257,-0.828914601,-1.410231799,-0.116041814,-0.856865098,-0.326520843,-0.325947593
-0.73834049,-0.304557851,-0.532760737,-0.226144283,-0.828914601,-1.410231799,-0.116041814,-0.856865098,-0.326520843,-0.325947593
-0.73834049,-0.304557851,-0.532760737,-0.226144283,-0.828914601,-1.410231799,-0.116041814,-0.856865098,-0.326520843,-0.325947593
-0.73834049,-0.304557851,-0.532760737,-0.226144283,-0.828914601,-1.410231799,-0.116041814,-0.856865098,-0.326520843,-0.325947593
-0.73834049,-0.304557851,-0.532760737,-0.226144283,-0.828914601,-1.410231799,-0.116041814,-0.856865098,-0.401139003,-0.457736442
-0.73834049,-0.304557851,-0.532760737,-0.911423296,-0.828914601,-1.410231799,-0.116041814,-0.856865098,-0.401139003,-0.457736442
-0.73834049,-0.304557851,-0.532760737,-0.911423296,-0.828914601,-1.410231799,-0.116041814,-0.856865098,-0.401139003,-0.457736442
-0.73834049,-0.304557851,-0.532760737,-0.911423296,-0.828914601,-1.410231799,-0.160994276,-0.856865098,-0.401139003,-0.457736442
-0.73834049,-0.304557851,-0.532760737,-0.911423296,-0.828914601,-1.410231799,-0.160994276,-0.856865098,-0.401139003,-0.457736442
-0.73834049,-0.304557851,-0.532760737,-0.911423296,-0.828914601,-1.410231799,-0.160994276,-0.856865098,-0.401139003,-0.457736442
-0.921579967,-0.304557851,-0.532760737,-0.911423296,-0.828914601,-1.410231799,-0.160994276,-0.856865098,-0.401139003,-0.457736442
-0.921579967,-0.304557851,-0.532760737,-0.911423296,-0.828914601,-1.410231799,-0.509913991,-0.856865098,-0.401139003,-0.457736442
-0.921579967,-0.304557851,-0.532760737,-1.543323085,-0.828914601,-1.410231799,-0.509913991,-0.856865098,-0.401139003,-0.457736442
-0.921579967,-0.304557851,-0.532760737,-1.543323085,-0.828914601,-1.410231799,-0.959755611,-0.856865098,-0.401139003,-1.288069807
-0.921579967,-0.304557851,-0.532760737,-1.543323085,-0.828914601,-1.410231799,-0.959755611,-0.856865098,-0.401139003,-1.288069807
-0.921579967,-0.304557851,-0.532760737,-1.543323085,-0.828914601,-1.410231799,-1.147577298,-0.856865098,-0.401139003,-1.288069807
-0.921579967,-0.304557851,-0.532760737,-1.543323085,-0.828914601,-1.410231799,-1.147577298,-0.856865098,-0.401139003,-1.288069807
-0.921579967,-0.304557851,-0.532760737,-1.543323085,-0.828914601,-1.410231799,-1.147577298,-0.856865098,-0.401139003,-1.288069807
-0.921579967,-0.304557851,-0.532760737,-1.543323085,-0.828914601,-1.410231799,-1.147577298,-0.856865098,-0.401139003,-1.288069807
-0.921579967,-0.304557851,-0.532760737,-1.543323085,-0.828914601,-1.410231799,-1.147577298,-0.856865098,-0.401139003,-1.288069807
-0.921579967,-0.304557851,-0.532760737,-1.543323085,-0.828914601,-1.410231799,-1.147577298,-0.856865098,-0.401139003,-1.288069807
-0.921579967,-0.304557851,-0.532760737,-1.543323085,-0.828914601,-1.410231799,-1.147577298,-0.856865098,-0.401139003,-1.288069807
-0.921579967,-0.304557851,-0.532760737,-1.543323085,-0.828914601,-1.410231799,-1.147577298,-0.856865098,-0.401139003,-1.288069807
-1.23807657,-0.304557851,-0.532760737,-1.543323085,-0.828914601,-1.410231799,-1.147577298,-0.856865098,-0.401139003,-1.288069807
-1.23807657,-0.304557851,-0.532760737,-1.543323085,-1.31730801,-1.410231799,-1.147577298,-0.856865098,-0.401139003,-1.288069807
-1.23807657,-0.304557851,-0.532760737,-1.543323085,-1.31730801,-1.410231799,-1.147577298,-0.856865098,-0.401139003,-1.288069807
-1.23807657,-0.304557851,-1.063698283,-1.543323085,-1.31730801,-1.410231799,-1.147577298,-0.856865098,-0.401139003,-1.288069807
-1.23807657,-0.304557851,-1.063698283,-1.543323085,-1.31730801,-1.410231799,-1.147577298,-0.856865098,-0.401139003,-1.288069807
-1.23807657,-0.304557851,-1.063698283,-1.543323085,-1.31730801,-1.410231799,-1.147577298,-0.856865098,-0.401139003,-1.288069807
-1.23807657,-0.304557851,-1.063698283,-1.543323085,-1.31730801,-1.410231799,-1.147577298,-0.856865098,-0.401139003,-1.288069807
-1.23807657,-0.304557851,-1.063698283,-1.543323085,-1.31730801,-1.410231799,-1.147577298,-0.919929979,-0.401139003,-1.288069807
-1.23807657,-0.817081025,-1.063698283,-1.543323085,-2.287186013,-1.410231799,-1.147577298,-0.919929979,-0.401139003,-1.288069807
-1.23807657,-0.817081025,-1.063698283,-1.543323085,-2.287186013,-1.410231799,-1.147577298,-0.919929979,-0.401139003,-1.288069807
-1.23807657,-0.817081025,-1.063698283,-1.543323085,-2.287186013,-1.410231799,-1.147577298,-0.919929979,-0.401139003,-1.288069807
-1.23807657,-0.817081025,-1.063698283,-1.543323085,-2.287186013,-1.410231799,-1.147577298,-0.919929979,-0.401139003,-1.288069807
-1.23807657,-0.817081025,-1.063698283,-1.543323085,-2.287186013,-1.410231799,-1.147577298,-0.919929979,-0.401139003,-1.288069807
-1.23807657,-0.817081025,-1.063698283,-1.543323085,-2.287186013,-1.410231799,-1.147577298,-0.919929979,-0.401139003,-1.288069807
-1.23807657,-0.817081025,-1.063698283,-1.543323085,-2.287186013,-1.410231799,-1.147577298,-0.919929979,-0.401139003,-1.288069807
-1.23807657,-0.817081025,-1.063698283,-1.543323085,-2.287186013,-1.410231799,-1.147577298,-0.919929979,-0.401139003,-1.288069807
-1.23807657,-0.817081025,-1.063698283,-1.543323085,-2.287186013,-1.410231799,-1.147577298,-0.919929979,-0.401139003,-1.288069807
-1.23807657,-0.817081025,-1.063698283,-1.543323085,-2.287186013,-1.410231799,-1.147577298,-0.919929979,-0.401139003,-1.288069807
-1.23807657,-0.817081025,-1.063698283,-1.543323085,-2.287186013,-1.410231799,-1.147577298,-0.919929979,-0.401139003,-1.288069807
-1.23807657,-1.666895062,-1.063698283,-1.543323085,-2.287186013,-1.410231799,-1.147577298,-0.919929979,-0.401139003,-1.288069807
-1.23807657,-1.666895062,-1.063698283,-1.543323085,-2.287186013,-1.410231799,-1.147577298,-0.919929979,-0.401139003,-1.288069807
-1.23807657,-1.666895062,-1.063698283,-1.543323085,-2.287186013,-1.410231799,-1.147577298,-0.919929979,-0.401139003,-1.288069807
-1.23807657,-1.666895062,-1.063698283,-1.543323085,-2.287186013,-1.410231799,-1.147577298,-0.919929979,-0.401139003,-1.288069807
-1.23807657,-1.666895062,-1.063698283,-1.543323085,-2.287186013,-1.410231799,-1.147577298,-0.919929979,-0.401139003,-1.288069807
-1.23807657,-1.666895062,-1.063698283,-1.543323085,-2.287186013,-1.590348749,-1.147577298,-0.919929979,-0.401139003,-1.288069807
-1.23807657,-1.666895062,-1.621899694,-1.543323085,-2.287186013,-1.590348749,-1.147577298,-0.919929979,-0.401139003,-1.288069807
-1.23807657,-1.666895062,-1.621899694,-1.543323085,-2.287186013,-1.590348749,-1.147577298,-0.919929979,-0.401139003,-1.288069807
-1.23807657,-1.666895062,-1.621899694,-1.543323085,-2.287186013,-1.590348749,-1.147577298,-0.919929979,-0.401139003,-1.288069807
-1.23807657,-1.666895062,-1.621899694,-1.543323085,-2.287186013,-1.590348749,-1.147577298,-0.919929979,-0.401139003,-1.288069807
-1.23807657,-1.666895062,-1.621899694,-1.543323085,-2.287186013,-1.590348749,-1.147577298,-0.956757207,-0.401139003,-1.288069807
-1.23807657,-1.666895062,-1.621899694,-1.543323085,-2.287186013,-1.590348749,-1.147577298,-0.956757207,-0.401139003,-1.288069807
-1.23807657,-1.666895062,-1.621899694,-1.543323085,-2.287186013,-1.590348749,-1.147577298,-0.956757207,-0.41868373,-1.288069807
-1.23807657,-1.666895062,-1.621899694,-1.543323085,-2.287186013,-1.590348749,-1.147577298,-0.956757207,-0.41868373,-1.288069807
-1.23807657,-1.666895062,-1.645501475,-1.543323085,-2.287186013,-1.590348749,-1.147577298,-0.956757207,-0.41868373,-1.288069807
-1.23807657,-1.666895062,-1.645501475,-1.543323085,-2.287186013,-1.590348749,-1.147577298,-0.956757207,-0.41868373,-1.288069807
-1.23807657,-1.666895062,-1.645501475,-1.543323085,-2.287186013,-1.590348749,-1.147577298,-0.956757207,-0.41868373,-1.288069807
-1.23807657,-1.666895062,-1.645501475,-1.543323085,-2.287186013,-1.590348749,-1.458056539,-0.956757207,-0.41868373,-1.288069807
-1.23807657,-1.666895062,-1.645501475,-1.543323085,-2.287186013,-1.590348749,-1.458056539,-0.956757207,-1.656070287,-1.288069807
-1.23807657,-1.666895062,-1.645501475,-1.543323085,-2.287186013,-1.590348749,-1.458056539,-0.956757207,-1.656070287,-1.288069807
-1.23807657,-1.666895062,-1.645501475,-1.543323085,-2.287186013,-1.590348749,-1.458056539,-0.956757207,-1.656070287,-1.288069807
-1.23807657,-1.666895062,-1.645501475,-1.543323085,-2.287186013,-1.590348749,-1.458056539,-0.956757207,-1.656070287,-1.288069807
-1.23807657,-1.666895062,-1.645501475,-1.543323085,-2.287186013,-1.590348749,-1.458056539,-0.956757207,-1.656070287,-1.288069807
-1.23807657,-1.666895062,-1.645501475,-1.543323085,-2.287186013,-1.590348749,-1.458056539,-0.956757207,-1.656070287,-1.288069807
-1.23807657,-1.666895062,-1.645501475,-1.543323085,-2.287186013,-1.590348749,-1.458056539,-0.956757207,-1.656070287,-1.288069807
-1.23807657,-1.666895062,-1.645501475,-1.543323085,-2.287186013,-1.590348749,-1.458056539,-0.956757207,-1.656070287,-1.288069807
-1.23807657,-1.666895062,-1.645501475,-1.543323085,-2.287186013,-1.590348749,-1.458056539,-0.956757207,-1.656070287,-1.288069807
-1.23807657,-1.666895062,-1.645501475,-1.543323085,-2.287186013,-1.590348749,-1.458056539,-0.956757207,-1.656070287,-1.288069807
-1.23807657,-1.666895062,-1.645501475,-1.543323085,-2.287186013,-1.590348749,-1.458056539,-0.956757207,-1.656070287,-1.288069807
-1.23807657,-1.666895062,-1.645501475,-1.543323085,-2.287186013,-1.590348749,-1.458056539,-0.956757207,-1.656070287,-1.288069807
-1.23807657,-1.666895062,-1.645501475,-1.543323085,-2.287186013,-1.590348749,-1.458056539,-0.956757207,-1.656070287,-1.288069807
-1.23807657,-1.666895062,-1.645501475,-1.543323085,-2.287186013,-1.590348749,-1.458056539,-0.956757207,-1.656070287,-1.288069807
-1.23807657,-1.666895062,-1.645501475,-1.543323085,-2.287186013,-1.590348749,-1.458056539,-0.956757207,-1.656070287,-1.288069807
-1.23807657,-1.666895062,-1.645501475,-1.543323085,-2.287186013,-1.590348749,-1.458056539,-0.956757207,-1.656070287,-1.288069807
-1.23807657,-1.666895062,-1.645501475,-1.543323085,-2.287186013,-1.590348749,-1.458056539,-0.956757207,-1.656070287,-1.288069807
-1.23807657,-1.666895062,-1.645501475,-1.659605173,-2.287186013,-1.590348749,-1.458056539,-0.956757207,-1.656070287,-1.288069807
-1.23807657,-1.666895062,-1.645501475,-1.659605173,-2.287186013,-1.590348749,-1.458056539,-0.956757207,-1.656070287,-1.288069807
-1.23807657,-1.666895062,-1.645501475,-1.659605173,-2.287186013,-1.590348749,-1.458056539,-0.956757207,-1.656070287,-1.288069807
-1.23807657,-1.666895062,-1.645501475,-1.659605173,-2.287186013,-1.590348749,-1.458056539,-0.956757207,-1.656070287,-1.288069807
-1.23807657,-1.666895062,-1.645501475,-1.659605173,-2.287186013,-1.590348749,-1.458056539,-0.956757207,-1.656070287,-1.288069807
-1.23807657,-1.666895062,-1.645501475,-1.659605173,-2.287186013,-1.590348749,-1.853031472,-0.956757207,-1.656070287,-1.288069807
-1.23807657,-1.666895062,-1.645501475,-1.659605173,-2.287186013,-1.590348749,-1.853031472,-0.956757207,-1.656070287,-1.288069807
-1.23807657,-1.666895062,-1.645501475,-1.659605173,-2.287186013,-1.590348749,-1.853031472,-0.956757207,-1.656070287,-1.288069807
-1.23807657,-1.666895062,-1.645501475,-1.659605173,-2.287186013,-1.590348749,-1.853031472,-0.956757207,-1.656070287,-1.288069807
-1.23807657,-1.666895062,-1.645501475,-1.659605173,-2.287186013,-1.590348749,-1.853031472,-0.956757207,-1.656070287,-1.288069807
-1.23807657,-1.666895062,-1.645501475,-1.659605173,-2.287186013,-1.590348749,-1.853031472,-0.956757207,-1.656070287,-1.288069807
-1.23807657,-1.666895062,-1.645501475,-1.659605173,-2.287186013,-1.590348749,-1.853031472,-0.956757207,-1.656070287,-1.288069807
-1.23807657,-1.666895062,-1.645501475,-1.659605173,-2.287186013,-1.590348749,-1.853031472,-0.956757207,-1.656070287,-1.288069807
-1.23807657,-1.666895062,-1.645501475,-1.659605173,-2.287186013,-1.590348749,-1.853031472,-0.956757207,-1.656070287,-1.288069807
-1.23807657,-1.666895062,-1.645501475,-1.659605173,-2.287186013,-1.590348749,-1.853031472,-0.956757207,-1.656070287,-1.288069807
